,AvaTax System Tax Code,AvaTax System Tax Code Description,Additional AvaTax System Tax Code Information,list_tax_code_des,list_tax_code_info,UNSPSC_corresponding_code
1592,PH403930,Commode and spare parts,A commode is a portable toilet in the form of a light weight chair used by people with mobility problems.,"['spare', 'part', 'commod']","['weight', 'form', 'toilet', 'light', 'portabl', 'person', 'chair', 'commod', 'use', 'mobil', 'problem']",
1593,PH403938,Crutches - accessories,"Crutches have padding that is placed wherever the patient leans heavily on the crutch, such as under the arms, on the hands, etc.","['accessori', 'crutch']","['arm', 'wherev', 'place', 'hand', 'patient', 'pad', 'heavili', 'etc', 'crutch', 'lean']",49141504.0
1594,PH403939,Ambulatory:  canes,,"['cane', 'ambulatori']",[],
1595,PH403940,Ambulatory:  quad canes,,"['quad', 'cane', 'ambulatori']",[],
1596,PH403946,Scooters,Mobility scooters are power-operated scooters for use by people with mobility issues. scooters can be battery-powered or gasoline-powered.,['scooter'],"['batteri', 'power', 'person', 'oper', 'issu', 'use', 'power', 'mobil', 'gasolin', 'scooter']",
1597,PH403954,Walker,A frame pushed in front of the body to help stabilize and aid in walking.,['walker'],"['push', 'help', 'stabil', 'front', 'aid', 'frame', 'walk', 'bodi']",
1598,PH403962,Walker - accessories,"Accessories to use with a walker that may include baskets to carry items, caps to put over the legs to prevent slipping, and braking mechanisms.","['accessori', 'walker']","['brake', 'mechan', 'accessori', 'item', 'cap', 'leg', 'prevent', 'slip', 'walker', 'may', 'put', 'includ', 'use', 'basket', 'carri']",49141504.0
1599,PH403970,Wheelchair,A wheelchair is a device that is used by people who are unable to walk or unable to walk on their own for long distances.,['wheelchair'],"['long', 'wheelchair', 'person', 'unabl', 'distanc', 'use', 'walk', 'devic']",
1600,PH408930,Wheelchair - sale to retailer for customer use,,"['sale', 'custom', 'wheelchair', 'use', 'retail']",[],48101501.0
1601,PH403978,Wheelchair - spare parts,"Spare parts for wheelchairs include extra wheels, upholstery, push rims and castor wheels.","['part', 'spare', 'wheelchair']","['wheel', 'castor', 'spare', 'upholsteri', 'wheelchair', 'rim', 'includ', 'part', 'extra', 'push']",
1602,PH403979,Home care:  bath or shower chairs and stools / bath bench,,"['stool', 'home', 'bath', 'shower', 'chair', 'bench', 'care']",[],10111308.0
1603,PH403980,Home care: other / transfer chairs  boards  bench and belts / reaching aids /  wheelchair cushions,,"['belt', 'transfer', 'home', 'reach', 'aid', 'wheelchair', 'cushion', 'chair', 'bench', 'board', 'care']",[],10201905.0
1604,PH403981,Home care: hand rails and grab bars,,"['hand', 'bar', 'grab', 'home', 'rail', 'care']",[],27111515.0
1605,PH403982,Home care: recliner lift chairs / lift cushions (must push the person up),,"['must', 'reclin', 'home', 'person', 'cushion', 'chair', 'lift', 'care', 'push']",[],46161515.0
1606,PH050313,Health care products - mobility enhancing equipment with a prescription reimbursed by medicaid,,"['prescript', 'health', 'care', 'equip', 'medicaid', 'mobil', 'reimburs', 'enhanc', 'product']",[],23151814.0
1607,PH050400,Health care products-prosthetic devices,"Generally speaking, prosthetic device means a replacement, corrective, or supportive device including repair and replacement parts for same worn on or in the body to 1) artificially replace a missing portion of the body, 2) prevent or correct physical deformity or malfunction, or 3) support a weak or deformed portion of the body. examples would include artificial arms and legs, artificial eyes, braces, heart valves, pacemakers etc.","['prosthet', 'health', 'care', 'devic', 'product']","['artifici', 'eye', 'malfunct', 'bodi', 'support', 'replac', 'weak', 'includ', 'exampl', 'deform', 'correct', 'devic', 'miss', 'leg', 'worn', 'speak', 'prosthet', 'prevent', 'would', 'includ', 'artifici', 'heart', 'replac', 'mean', 'arm', 'repair', 'valv', 'physic', 'etc', 'pacemak', 'brace', 'correct', 'part', 'gener', 'support', 'deform', 'portion']",27112827.0
1608,PH050401,Health care products-prosthetic devices-without a prescription,,"['prescript', 'prosthet', 'health', 'care', 'devic', 'product', 'without']",[],27112827.0
1609,PH050402,Health care products-prosthetic devices-with a prescription,,"['prescript', 'prosthet', 'health', 'care', 'devic', 'product']",[],27112827.0
1610,PH050440,Health care products - prosthetic devices with a prescription paid for by medicare,,"['prescript', 'prosthet', 'health', 'care', 'paid', 'devic', 'medicar', 'product']",[],27112827.0
1611,PH050441,Health care products - prosthetic devices with a prescription reimbursed by medicare,,"['prescript', 'prosthet', 'health', 'care', 'reimburs', 'devic', 'medicar', 'product']",[],27112827.0
1612,PH050442,Health care products - prosthetic devices with a prescription paid for by medicaid,,"['prescript', 'prosthet', 'health', 'care', 'paid', 'medicaid', 'devic', 'product']",[],27112827.0
1613,PH050443,Health care products - prosthetic devices with a prescription reimbursed by medicaid,,"['prescript', 'prosthet', 'health', 'care', 'medicaid', 'reimburs', 'devic', 'product']",[],27112827.0
1614,PH050407,Health care products-prosthetic devices-corrective eyeglasses without a prescription,"Corrective eyeglasses sold without a prescription. this includes: ready-made and half-eye reading glasses; eyeglass lenses, lens coating, eyeglass frames, and repair parts for corrective eyeglasses sold without a prescription.","['prescript', 'prosthet', 'health', 'care', 'correct', 'devic', 'eyeglass', 'product', 'without']","['readi', 'eye', 'without', 'half', 'glass', 'made', 'len', 'includ', 'coat', 'sold', 'prescript', 'repair', 'eyegla', 'len', 'correct', 'frame', 'part', 'eyeglass', 'read']",42142901.0
1615,PH050408,Health care products-prosthetic devices-corrective eyeglasses with a prescription,"Corrective eyeglasses sold with a prescription. this includes: eyeglass lenses, lens coating, eyeglass frames, and repair parts for corrective eyeglasses sold with a prescription.","['prescript', 'prosthet', 'health', 'care', 'correct', 'devic', 'eyeglass', 'product']","['prescript', 'repair', 'eyegla', 'len', 'len', 'correct', 'includ', 'frame', 'part', 'eyeglass', 'coat', 'sold']",42142901.0
1616,PH050413,Health care products-prosthetic devices-contact lenses without a prescription,,"['prescript', 'prosthet', 'health', 'care', 'len', 'devic', 'contact', 'product', 'without']",[],27112827.0
1617,PH050414,Health care products-prosthetic devices-contact lenses with a prescription,,"['prescript', 'prosthet', 'health', 'care', 'len', 'devic', 'contact', 'product']",[],27112827.0
1618,PH050419,Health care products-prosthetic devices-hearing aids without a prescription,,"['prescript', 'prosthet', 'health', 'care', 'aid', 'hear', 'devic', 'product', 'without']",[],27112827.0
1619,PH050420,Health care products-prosthetic devices-hearing aids with a prescription,,"['prescript', 'prosthet', 'health', 'care', 'aid', 'hear', 'devic', 'product']",[],27112827.0
1620,PH050425,Health care products-prosthetic devices-dental prosthesis without a prescription,,"['prescript', 'prosthet', 'health', 'care', 'prosthesi', 'dental', 'devic', 'product', 'without']",[],27112827.0
1621,PH050426,Health care products-prosthetic devices-dental prosthesis with a prescription,,"['prescript', 'prosthet', 'health', 'care', 'prosthesi', 'dental', 'devic', 'product']",[],27112827.0
1622,PH050444,Health care products - corrective eyeglasses with a prescription paid for by medicare,,"['prescript', 'health', 'care', 'paid', 'correct', 'eyeglass', 'medicar', 'product']",[],
1623,PH050445,Health care products - corrective eyeglasses with a prescription reimbursed by medicare,,"['prescript', 'health', 'care', 'correct', 'reimburs', 'eyeglass', 'medicar', 'product']",[],
1624,PH050446,Health care products - corrective eyeglasses with a prescription paid for by medicaid,,"['prescript', 'health', 'care', 'paid', 'correct', 'medicaid', 'eyeglass', 'product']",[],
1625,PH050447,Health care products - corrective eyeglasses with a prescription reimbursed by medicaid,,"['prescript', 'health', 'care', 'correct', 'medicaid', 'reimburs', 'eyeglass', 'product']",[],
1626,PH050448,Health care products - contact lenses with a prescription paid for by medicare,,"['prescript', 'health', 'care', 'len', 'paid', 'contact', 'medicar', 'product']",[],
1627,PH050449,Health care products - contact lenses with a prescription reimbursed by medicare,,"['prescript', 'health', 'care', 'len', 'reimburs', 'contact', 'medicar', 'product']",[],
1628,PH050450,Health care products - contact lenses with a prescription paid for by medicaid,,"['prescript', 'health', 'care', 'len', 'paid', 'medicaid', 'contact', 'product']",[],
1629,PH050451,Health care products - contact lenses with a prescription reimbursed by medicaid,,"['prescript', 'health', 'care', 'len', 'medicaid', 'reimburs', 'contact', 'product']",[],
1630,PH050452,Health care products - hearing aids with a prescription paid for by medicare,,"['prescript', 'health', 'care', 'aid', 'hear', 'paid', 'medicar', 'product']",[],
1631,PH050453,Health care products - hearing aids with a prescription reimbursed by medicare,,"['prescript', 'health', 'care', 'aid', 'hear', 'reimburs', 'medicar', 'product']",[],
1632,PH050454,Health care products - hearing aids with a prescription paid for by medicaid,,"['prescript', 'health', 'care', 'aid', 'hear', 'paid', 'medicaid', 'product']",[],
1633,PH050455,Health care products  - hearing aids with a prescription reimbursed by medicaid,,"['prescript', 'health', 'care', 'aid', 'hear', 'medicaid', 'reimburs', 'product']",[],
1634,PH050456,Health care products - dental prosthesis with a prescription paid for by medicare,,"['prescript', 'health', 'care', 'prosthesi', 'dental', 'paid', 'medicar', 'product']",[],
1635,PH050457,Health care products - dental prosthesis with a prescription reimbursed by medicare,,"['prescript', 'health', 'care', 'prosthesi', 'dental', 'reimburs', 'medicar', 'product']",[],
1636,PH050458,Health care products - dental prosthesis with a prescription paid for by medicaid,,"['prescript', 'health', 'care', 'prosthesi', 'dental', 'paid', 'medicaid', 'product']",[],
1637,PH050459,Health care products - dental prosthesis with a prescription reimbursed by medicaid,,"['prescript', 'health', 'care', 'prosthesi', 'dental', 'medicaid', 'reimburs', 'product']",[],
1638,PH050460,Sunglasses with rx (corrective),Corrective sunglasses sold with a prescription.,"['rx', 'sunglass', 'correct']","['prescript', 'correct', 'sunglass', 'sold']",42142905.0
1639,PH050461,Sunglasses without prescription,Sunglasses sold without a prescription. sunglasses are not corrective.,"['prescript', 'sunglass', 'without']","['prescript', 'sunglass', 'correct', 'sold', 'without']",
1640,PH050462,Sunglass frames with rx,Sunglass frames associated with sale of prescribed sunglasses.,"['frame', 'rx', 'sungla']","['sale', 'sunglass', 'sungla', 'prescrib', 'frame', 'associ']",
1641,PH050463,Sunglass frames without prescription.,Sunglass frames not associated with sale of prescribed sunglasses.,"['prescript', 'frame', 'without', 'sungla']","['sale', 'sunglass', 'sungla', 'prescrib', 'frame', 'associ']",
1642,PH050464,Package - rx lens package,"Prescription lens package. package includes different lens options like scratch resistance, anti-reflective coating, tinting etc. associated with the sale of prescription glasses.","['len', 'rx', 'packag']","['prescript', 'sale', 'anti', 'glass', 'scratch', 'differ', 'tint', 'etc', 'associ', 'len', 'includ', 'like', 'option', 'coat', 'reflect', 'packag', 'resist']",45111615.0
1643,PH050465,Package - non-rx lens package ,"Non-prescription lens package. package includes different lens options like scratch resistance, anti-reflective coating, tinting etc. associated with the sale of non-prescription glasses.","['len', 'rx', 'non', 'packag']","['prescript', 'sale', 'anti', 'glass', 'scratch', 'differ', 'tint', 'etc', 'associ', 'len', 'includ', 'like', 'option', 'coat', 'non', 'reflect', 'packag', 'resist']",45111615.0
1644,PH150101,Corrective eyeglasses without a prescription sold to ophthalmologists  optometrists  opticians  oculists,,"['prescript', 'optometrist', 'ophthalmologist', 'optician', 'oculist', 'correct', 'eyeglass', 'sold', 'without']",[],42142901.0
1645,PH150102,Corrective eyeglasses with a prescription sold to ophthalmologists  optometrists  opticians  oculists,,"['prescript', 'optometrist', 'ophthalmologist', 'optician', 'oculist', 'correct', 'eyeglass', 'sold']",[],42142901.0
1646,PH150103,Sunglasses with rx (corrective) sold to ophthalmologists  optometrists  opticians  oculists,,"['optometrist', 'sunglass', 'ophthalmologist', 'optician', 'oculist', 'correct', 'rx', 'sold']",[],42142905.0
1647,PH150104,Sunglasses without rx (non-corrective) sold to ophthalmologists  optometrists  opticians  oculists ,,"['optometrist', 'sunglass', 'ophthalmologist', 'sold', 'optician', 'oculist', 'correct', 'rx', 'non', 'without']",[],42142905.0
1648,PH150105,Sunglass frames with rx sold to ophthalmologists  optometrists  opticians  oculists ,,"['optometrist', 'ophthalmologist', 'optician', 'oculist', 'sungla', 'frame', 'rx', 'sold']",[],
1649,PH150106,Sunglass frames without rx sold to ophthalmologists  optometrists  opticians  oculists ,,"['optometrist', 'ophthalmologist', 'optician', 'oculist', 'sungla', 'frame', 'rx', 'sold', 'without']",[],
1650,PH150107,Rx lens package sold to ophthalmologists  optometrists  opticians  oculists,,"['packag', 'optometrist', 'ophthalmologist', 'optician', 'oculist', 'len', 'rx', 'sold']",[],45111615.0
